offer_changed_notification_id,seller_id,seller_positive_feed_back_rating,listing_price,is_amazon,is_fulfilled_by_amazon
227509353,A1WIXIF49TOSYW,0.0,$37.03,False,False
227509353,A1PYI5GFC0UEFZ,92.0,$33.56,False,False
227509353,A1AM344VXS14P5,74.0,$31.69,False,False
227509353,AZJGK26BP3AQP,68.0,$30.45,False,False
227509353,A2BJG1KFAWHSKJ,83.0,$29.11,False,False
227509353,ATRQ56T3H9TM5,98.0,$27.76,False,False
227509353,A2R2RITDJNW1Q6,91.0,$26.72,True,True
227509353,A3KK82HFTCH26U,83.0,$26.49,False,False
227509353,A1XBPHGHAXLHDG,89.0,$26.05,False,False
227509426,A3H99VJ4PPL93F,100.0,$59.29,False,False
227509426,A3CJKKLUQWR2GD,100.0,$49.99,False,False
227509426,A1L4LS2KNDBWYV,84.0,$49.09,False,False
227509426,A1A5NX4ACCQDY4,79.0,$48.99,False,False
227509426,A1AM344VXS14P5,74.0,$43.99,False,False
227509426,A2R2RITDJNW1Q6,91.0,$35.29,True,True
227509480,A2R2RITDJNW1Q6,91.0,$28.83,True,True
227509547,A35DL6C7BAXYRR,98.0,$36.89,False,False
227509547,A2B2TXVNKFJH7I,78.0,$36.77,False,False
227509547,A1Y57AAV9ELYBG,94.0,$26.95,False,False
227509547,A2R2RITDJNW1Q6,91.0,$28.76,True,True
227509547,A3DO4OJ886ZPWR,100.0,$29.99,False,True
227509547,A1U81AMQ7783Y2,90.0,$19.95,False,False
227509547,AK1DWQHMMGLD5,91.0,$31.28,False,False
227509547,AVS8P6VR9N11U,99.0,$32.09,False,True
227509547,A218A76M4AUC7Y,78.0,$33.43,False,False
227509547,A1K4ONOD5RD0T2,93.0,$33.64,False,False
227509547,A2D7WQ55XPDBNE,92.0,$34.13,False,False
227509547,A3I70CQVO3O5NQ,94.0,$34.97,False,False
227509547,A3KDX6YGL8Y6TV,93.0,$34.99,False,False
227509547,A3B2HMHXGREXAL,84.0,$35.48,False,False
227509547,A2CK5NG72UVSTT,83.0,$35.67,False,False
227509547,A2Z20D6C6BG7JE,86.0,$26.99,False,False
227509547,A1PYI5GFC0UEFZ,92.0,$36.76,False,False
227509547,A3TLY47US33C3C,82.0,$36.77,False,False
227509547,A1AUFI5NHGNZ61,93.0,$33.76,False,True
227509645,A31GMUZ02ZJMKT,96.0,$39.95,False,False
227509645,AKDENCFW3A9SI,78.0,$43.39,False,False
227509734,ANRRIZ5VJS050,86.0,"$1,249.00",False,False
227509760,A2R2RITDJNW1Q6,91.0,$271.78,True,True
227509760,A1AUFI5NHGNZ61,93.0,$323.92,False,False
227509760,A7OZYLFJCGO6A,98.0,$359.99,False,False
227509760,A2WS6OLH8IYKZD,83.0,$337.49,False,False
227509873,A2ORBDCYCUO8O7,68.0,$229.99,False,False
227509873,A06539733L3EU9YCFA4GK,97.0,$229.99,False,False
227509873,A2ORBDCYCUO8O7,68.0,$229.99,False,False
227509873,A126OUKFTYQCQI,99.0,$229.99,False,False
227509873,AQ6GKCHT8OP7C,95.0,$229.99,False,False
227509873,AYX4QZIGCPIZG,83.0,$229.99,False,False
227509873,A12W7U7OH6TAX0,93.0,$229.99,False,False
227509873,A2BUP77F6YZUTO,87.0,$229.99,False,False
227509873,A93CJZRTOMKPM,95.0,$225.00,False,False
227509873,A93CJZRTOMKPM,95.0,$225.00,False,True
227509873,AMD0OP49X10PN,78.0,$218.48,False,False
227509873,A2R2RITDJNW1Q6,91.0,$208.04,True,True
227510628,AWFPPQUZBOHNP,87.0,$196.99,False,False
227510671,A2R2RITDJNW1Q6,91.0,$28.99,True,True
227510671,A27PGO3B2AO5GM,87.0,$38.79,False,False
227510671,A1L4LS2KNDBWYV,84.0,$42.32,False,False
227511272,A1NUGZ6L0MUJN7,91.0,$294.95,False,False
227511272,AP3VA1GJZM3EQ,0.0,$621.06,False,False
227511300,A2R2RITDJNW1Q6,91.0,$59.98,True,True
227511300,AL1AB2UNFJNE9,70.0,$72.27,False,False
227511300,A2A0CXJWPKD37H,50.0,$72.27,False,False
227511300,A2YX1ZNZ8O3W4C,50.0,$73.15,False,False
227511300,A2D6NXDK02GWPX,94.0,$79.73,False,False
227511300,A3PAV43I12A2F0,94.0,$79.99,False,False
227511300,A3OIC2DXBFCE1I,89.0,$79.99,False,False
227511300,A2QU2LOYKL3NC1,74.0,$84.99,False,False
227511361,A2D6NXDK02GWPX,94.0,$87.70,False,False
227511361,A1XA3BN8220QKP,50.0,$114.40,False,False
227511647,A2XZ7JICGUQ1CX,0.0,$124.99,False,True
227511647,A80KB9MTZ40SG,80.0,$110.00,False,False
227511647,A2D6NXDK02GWPX,94.0,$105.04,False,False
227511647,AS0K3MKEU5H24,89.0,$101.23,False,False
227511647,A3BZL0ZQHC92Z6,93.0,$77.87,False,False
227511647,A2R2RITDJNW1Q6,91.0,$74.99,True,True
227511761,A3TX4YUK2VIRSQ,86.0,$141.30,False,False
227511761,A1L4LS2KNDBWYV,84.0,$143.56,False,False
227511761,A1L9D0A8YQ4I2J,91.0,$148.21,False,False
227511761,A2R0FX412W1BDT,87.0,$149.43,False,False
227511761,A2VWDN4R2C204T,51.0,$152.55,False,False
227511761,A2CK5NG72UVSTT,83.0,$155.51,False,False
227511761,A3MJAX06ST3NGJ,86.0,$165.22,False,False
227511761,A3K2NJ6IMMYYKL,54.0,$172.63,False,False
227511761,A284PRV19Y1MTF,91.0,$140.22,False,False
227511761,A1SV1BYDTUK2Z5,92.0,$178.49,False,False
227511761,A16RYMG5GPM6MM,56.0,$206.05,False,False
227511761,A3B7XRJ3YMC4CO,84.0,$208.55,False,False
227511761,A23D646NZXGBA7,100.0,$208.60,False,False
227511761,A318KZKAVS7VOQ,76.0,$222.18,False,False
227511761,A6NWSV9DB2Z12,78.0,$202.99,False,False
227511761,A1XBPHGHAXLHDG,89.0,$133.67,False,False
227511761,A1YS16X5YAAFUH,98.0,$129.99,False,True
227511784,A31WBCBSS6YSNW,0.0,$99.99,False,False
227511784,A318KZKAVS7VOQ,76.0,$88.23,False,False
227511784,A2TOSHW8DI1W94,96.0,$65.56,False,False
227511784,A284PRV19Y1MTF,91.0,$71.72,False,False
227511784,A2HRULX9K4Z4HO,100.0,$70.22,False,False
227511784,A31OLUIJTDAXO2,96.0,$68.80,False,False
227511784,A19F97KYDWNFQQ,84.0,$52.87,False,False
227511784,A3SBDOAENTRT1F,94.0,$66.66,False,False
227511784,A2R2RITDJNW1Q6,91.0,$34.99,True,True
227511784,A17J18A7XABQI9,72.0,$49.99,False,False
227511784,A29I5RWFQ8SIT8,49.0,$51.15,False,False
227511784,A1L9D0A8YQ4I2J,91.0,$55.61,False,False
227511784,A2CK5NG72UVSTT,83.0,$59.01,False,False
227511784,A1XBPHGHAXLHDG,89.0,$62.04,False,False
227511784,A1L4LS2KNDBWYV,84.0,$65.62,False,False
227511784,A3BMKG6N92ILUG,87.0,$51.99,False,False
227511797,A3K2NJ6IMMYYKL,54.0,$39.99,False,False
227511797,A1TWYVWG4QDVKK,100.0,$39.99,False,True
227511797,A3L2P2IFDLJAMV,100.0,$50.00,False,False
227511797,A248JI9IKDNOI9,10.0,$34.99,False,False
227511797,A318KZKAVS7VOQ,76.0,$56.28,False,False
227511797,A6NWSV9DB2Z12,78.0,$69.99,False,False
227511797,A2CK5NG72UVSTT,83.0,$39.04,False,False
227511797,A2R2RITDJNW1Q6,91.0,$29.97,True,True
227511822,A7576GQX18SJK,50.0,$401.06,False,False
227511822,A12VI0UHM6P0R0,80.0,$401.06,False,False
227511822,A6NWSV9DB2Z12,78.0,$395.99,False,False
227511822,A33NNXQ9SBAN2B,96.0,$381.17,False,False
227511822,A96XXJRB6UTYX,83.0,$379.45,False,False
227511822,A30OX96XLBAZ4U,100.0,$349.99,False,False
227511822,A3EQJ16CEAAUOF,85.0,$337.72,False,False
227511822,A2VWDN4R2C204T,51.0,$333.07,False,False
227511822,A3HCET3UGETZ2B,62.0,$300.51,False,False
227511822,A3V3GXHG4EI5ED,84.0,$336.93,False,False
227511822,A284PRV19Y1MTF,91.0,$282.11,False,False
227511822,A2R0FX412W1BDT,87.0,$325.58,False,False
227511822,A2I4D0WO1JEMBA,81.0,$289.68,False,False
227511822,A2CK5NG72UVSTT,83.0,$320.44,False,False
227511822,A3MJAX06ST3NGJ,86.0,$318.74,False,False
227511822,A1L4LS2KNDBWYV,84.0,$312.03,False,False
227511822,A1XBPHGHAXLHDG,89.0,$289.70,False,False
227511822,A6R3MV8PEIEMD,89.0,$302.50,False,False
227511822,A1L9D0A8YQ4I2J,91.0,$292.63,False,False
227511824,A1XBPHGHAXLHDG,89.0,$57.13,False,False
227511824,A318KZKAVS7VOQ,76.0,$72.49,False,False
227511824,A14RGF7JMHGJUF,84.0,$51.22,False,False
227511824,A29CFOW4UM3L3L,72.0,$51.17,False,False
227511824,A1L9D0A8YQ4I2J,91.0,$46.68,False,False
227511824,A2CK5NG72UVSTT,83.0,$45.27,False,False
227511824,A1XHZ6ZJ4AHLCJ,80.0,$39.09,False,True
227511824,A2R2RITDJNW1Q6,91.0,$39.09,True,True
227512103,A11UKBQJEK9C0U,91.0,$179.65,False,False
227512103,A2R2RITDJNW1Q6,91.0,$74.99,True,True
227512148,A2R2RITDJNW1Q6,91.0,$62.05,True,True
227512148,A2JKSOUYOKW13,93.0,$62.19,False,False
227512148,A8TM65ACT1KUO,100.0,$69.99,False,False
227512285,AHQTWERA55V9C,85.0,"$1,999.99",False,False
227512342,A1RT26U55DQQ8J,88.0,$27.75,False,False
227512342,A1L4LS2KNDBWYV,84.0,$43.92,False,False
227512342,A1AM344VXS14P5,74.0,$44.57,False,False
227512342,AIRPVU63F40UN,96.0,$32.55,False,False
227512342,A2393ZJQLDRI0I,93.0,$36.99,False,False
227512342,A1I5M7LWM8PJGS,100.0,$24.70,False,True
227512342,A2R2RITDJNW1Q6,91.0,$24.71,True,True
227512531,AV6C2EVFQQXVW,81.0,$53.99,False,True
227512531,ASH1H6YCFH4EF,89.0,$54.99,False,False
227512531,A1HQUQCZYSMYJ0,100.0,$55.66,False,True
227512531,A1D163WNTWHHOJ,97.0,$55.99,False,False
227512531,A3MO0ONGFY5KE2,96.0,$49.99,False,False
227512531,A34PILTC1Q6XT3,91.0,$54.95,False,False
227512531,A1LTJY4HYKZU11,91.0,$49.99,False,False
227512531,A2TGL7CHO00IRX,86.0,$49.99,False,False
227512531,A3LPW6YNJQ29S8,98.0,$49.99,False,False
227512531,ADHV2XY86JN68,94.0,$59.99,False,False
227512531,A3A5YZ4E94TE9K,88.0,$64.99,False,False
227512531,A2LFP05C9A92MM,96.0,$63.36,False,False
227512531,A2R8M3FJ114MPA,82.0,$75.00,False,False
227512531,A3PA95F1V0XK0D,90.0,$56.60,False,False
227512531,A1O39I5BX3DZ7,60.0,$74.92,False,False
227512531,A27X5HHNX3JD31,90.0,$49.97,False,True
227512531,A2R2RITDJNW1Q6,91.0,$43.55,True,True
227512531,A1Q9J1Z3VGXMN6,99.0,$49.94,False,True
227512531,ARGSYTCOSIDD5,100.0,$49.96,False,True
227512923,A12VA7ENUDX66J,0.0,$987.14,False,False
227512923,A3G2RBEZBLAJ53,96.0,"$1,136.56",False,False
227512923,A12FY9W4KW1W5X,80.0,"$1,349.98",False,False
227512967,A2RDL822XCIA3R,85.0,$43.13,False,False
227512967,A2JGH9K1780DGL,93.0,$38.79,False,False
227512967,AS0K3MKEU5H24,89.0,$37.11,False,False
227512967,A2ENTBEZKGXKVW,90.0,$34.43,False,False
227512967,A2R2RITDJNW1Q6,91.0,$35.15,True,True
227513058,AAZRLVTNON75Z,78.0,$178.81,False,False
227513058,A2R2RITDJNW1Q6,91.0,$116.99,True,True
227513061,A17OEL2D1XV8I0,85.0,$62.20,False,True
227513061,AN17AMK6DQ399,93.0,$59.99,False,False
227513061,A31AFALODO9N5A,94.0,$32.99,False,False
227513061,A2R2RITDJNW1Q6,91.0,$39.99,True,True
227513061,A27NGVKUPKCNVM,99.0,$44.55,False,True
227513061,AV6HJQJT3G2H0,93.0,$64.00,False,False
227513061,A1TWYVWG4QDVKK,100.0,$47.99,False,True
227513061,A3532FJF3K6N6Z,99.0,$48.95,False,True
227513061,A1C5ZSTRV9GVW8,88.0,$48.96,False,True
227513061,AJ9J2PTFJZ89P,96.0,$49.99,False,True
227513061,AJ9J2PTFJZ89P,96.0,$57.65,False,False
227513061,AZC3QG9ALDVZD,83.0,$57.99,False,False
227513061,ASP4Y3CRK579T,75.0,$58.97,False,False
227513061,A297QY6BGK2PGV,89.0,$58.97,False,False
227513061,A2XTIS2N5MN6G6,69.0,$44.90,False,False
227513061,ASP4Y3CRK579T,75.0,$58.97,False,False
227513061,A12FY9W4KW1W5X,80.0,$64.97,False,False
227513061,ASP4Y3CRK579T,75.0,$58.97,False,False
227513061,ASP4Y3CRK579T,75.0,$58.97,False,False
227513294,A3V3GXHG4EI5ED,84.0,"$1,687.40",False,False
227513373,A18E9E18NS6L98,89.0,$149.99,False,False
227513373,A2R2RITDJNW1Q6,91.0,$129.99,True,True
227513373,AAZRLVTNON75Z,78.0,$193.54,False,False
227513500,A1SL0EQCJABUIU,80.0,$73.38,False,False
227513500,A23R7G1314MRAS,79.0,$73.99,False,False
227513500,A1UEW3GW612BDQ,88.0,$79.68,False,False
227513500,AAWU4HX7PTQ14,69.0,$83.99,False,False
227513500,A3VMFQHNAQYM70,0.0,$89.01,False,False
227513500,A2XXMFP0NMXTR0,75.0,$94.79,False,False
227513500,A3UH40ACFVBPL9,79.0,$105.00,False,False
227513518,A3H9VD7D5B96RK,97.0,$25.29,False,True
227513518,ARTYYHZVJF4KN,96.0,$31.99,False,False
227513518,A3AJMK22OYJUR2,96.0,$30.45,False,False
227513518,A3AJMK22OYJUR2,96.0,$30.75,False,True
227513518,A3C4EEF1TM2LGE,100.0,$30.76,False,True
227513518,A3ATM441WIE6WG,98.0,$31.00,False,True
227513518,A3EC8NZGOQP4RO,92.0,$34.90,False,False
227513518,A1CO0LZ0FL8O6H,92.0,$32.56,False,False
227513518,A3KVYDMO50IHL9,98.0,$32.00,False,True
227513518,A3FHRW9PXPJGW9,100.0,$31.00,False,True
227513518,A2R2RITDJNW1Q6,91.0,$25.37,True,True
227513540,ARYO0SGB48ZCP,91.0,$299.00,False,False
227513647,A16GZB1BBVXLYJ,95.0,$27.16,False,False
227513647,A16GZB1BBVXLYJ,95.0,$27.16,False,True
227513647,A3I07C5PD33KVE,100.0,$42.99,False,True
227513647,A6DCLW89HEBKD,95.0,$46.27,False,True
227513656,A3PAV43I12A2F0,94.0,$94.99,False,False
227513656,A2R2RITDJNW1Q6,91.0,$104.99,True,True
227513656,A3OIC2DXBFCE1I,89.0,$143.99,False,False
227513656,A2QU2LOYKL3NC1,74.0,$147.49,False,False
227513656,A2XZ7JICGUQ1CX,0.0,$154.98,False,True
227513685,A1GEW0HTL7HC8L,92.0,$439.99,False,False
227513685,A2R2RITDJNW1Q6,91.0,$599.99,True,True
227513950,A3LM6MPU09BOTZ,75.0,$58.78,False,False
227513950,A2R2RITDJNW1Q6,91.0,$48.79,True,True
227514126,A1AM344VXS14P5,74.0,$109.01,False,False
227514126,A1L4LS2KNDBWYV,84.0,$101.18,False,False
227514126,A3SV7MBCT5IVVO,89.0,$80.00,False,False
227514126,A1IVTRUG8CLJ6E,91.0,$77.99,False,False
227514353,A30E2M3SJOI20N,70.0,"$1,899.00",False,False
227514353,A72NJ1DL82NE2,82.0,"$1,949.00",False,False
227514353,A13BNE3P7C8THK,95.0,"$1,949.00",False,False
227514353,ANRRIZ5VJS050,86.0,"$1,949.00",False,False
227514353,A1N9Z6NDQFYH1M,60.0,"$1,949.00",False,False
227514353,A38F1REGZFNN6L,69.0,"$1,949.00",False,False
227514353,A38F1REGZFNN6L,69.0,"$1,949.00",False,False
227514353,A38F1REGZFNN6L,69.0,"$1,949.00",False,False
227514353,A38F1REGZFNN6L,69.0,"$1,949.00",False,False
227514442,A38TATSKWOEUDJ,82.0,$398.88,False,False
227514442,AJG14BUL885W9,94.0,$379.00,False,False
227514442,AJG14BUL885W9,94.0,$329.00,False,False
227514442,A2CID4CKTNQBTX,92.0,$329.00,False,False
227514442,A1SXU826EURD3R,100.0,$296.10,False,False
227514442,A16D8FF3P69H0P,92.0,$279.99,False,False
227514457,A3RS2BXE2Q78UO,85.0,$165.99,False,False
227514457,A3N3TZI7EWYMY,92.0,$123.57,False,False
227514457,A3LDPORMCI40Y0,87.0,$137.97,False,False
227514457,AFRNKI74GERH4,92.0,$119.00,False,False
227514457,AYX4QZIGCPIZG,83.0,$112.01,False,False
227514555,A2R2RITDJNW1Q6,91.0,$37.39,True,True
227514555,A3UCOSTY2JR824,96.0,$38.23,False,True
227514555,A1XYVW4PU4BWNV,100.0,$49.00,False,True
227514555,A326WD37XW5LOC,99.0,$50.12,False,True
227514555,A27K4A1IJ6225M,90.0,$57.00,False,False
227514555,A34ZYRFBMEHIF5,95.0,$57.29,False,False
227514555,ARU9XTG9WELO3,92.0,$57.34,False,False
227514555,A20H3ZFW3NO017,82.0,$99.99,False,False
227514555,A2S8M5TY5U1RL3,82.0,$59.99,False,False
227514555,A1MHQZ85JNRH4R,82.0,$59.99,False,False
227514555,A2YPMXVEYMOL8T,82.0,$63.77,False,False
227514555,A1CIF30KJ11RZA,77.0,$63.90,False,False
227514555,A2N8AW0L8YHI9R,96.0,$63.99,False,False
227514555,A326WD37XW5LOC,99.0,$64.49,False,True
227514555,A3VZKFNMHAPZBO,69.0,$70.55,False,False
227514555,A3K4LPSXE95C2P,100.0,$73.88,False,False
227514555,A326WD37XW5LOC,99.0,$70.89,False,False
227514808,A1UCARVZOUM1FI,89.0,$128.05,False,False
227514808,A1U81AMQ7783Y2,90.0,$88.95,False,False
227514808,A2US7V7R17VOE7,84.0,$102.91,False,False
227514808,A2B2TXVNKFJH7I,78.0,$101.70,False,False
227514808,A3TLY47US33C3C,82.0,$101.70,False,False
227514808,A1PYI5GFC0UEFZ,92.0,$100.84,False,False
227514808,A2CK5NG72UVSTT,83.0,$99.99,False,False
227514808,A35DL6C7BAXYRR,98.0,$98.89,False,False
227514808,A1BTNKSQQ2XGLL,94.0,$89.31,False,False
227514808,A3KDX6YGL8Y6TV,93.0,$80.93,False,False
227514808,A2R2RITDJNW1Q6,91.0,$69.29,True,True
227514808,AUZK0RXELMFIU,92.0,$99.99,False,False
227514904,A10HLORM3B3SKO,81.0,"$1,164.60",False,False
227514904,A10HLORM3B3SKO,81.0,"$1,272.50",False,False
227514904,A10CS20498G2LH,0.0,"$1,399.00",False,False
227515075,ABO907060G8YG,96.0,$115.99,False,True
227515442,A3FN54H05ALC4R,100.0,$136.80,False,False
227515442,AO3YTZ6BCMVCB,89.0,$111.67,False,False
227515442,ABO907060G8YG,96.0,$102.99,False,True
227515468,A2DZ9FN77PLMXK,58.0,$303.64,False,False
227515468,ARYO0SGB48ZCP,91.0,$199.00,False,False
227515468,A284PRV19Y1MTF,91.0,$195.70,False,False
227515468,A1L2EKPYFB15SG,97.0,$131.69,False,True
227515594,A3AQSCAKSKNQZP,54.0,$186.99,False,False
227515853,A12SR6QYJIP353,75.0,$183.99,False,False
227515853,A36GT1S5CGAFQC,100.0,$159.00,False,False
227515853,A2R2RITDJNW1Q6,91.0,$143.99,True,True
227515853,A38QQOWOODD7BU,97.0,$183.95,False,True
227515853,A2X57UXEGAHJ7V,98.0,$179.99,False,True
227515853,A2AR3JA3YOHN8Z,81.0,$229.00,False,False
227515853,A1PUHO6D4MM5FC,74.0,$229.00,False,False
227515853,A1GPQP0B2E8GGA,65.0,$185.00,False,False
227515853,A1T7N9UJ07ZJYG,100.0,$229.99,False,False
227515853,A1SLOW1GYHD1Y7,100.0,$250.00,False,False
227515853,A23Q7JJ5H141PK,86.0,$238.00,False,False
227515863,A3RLTJQ3XY10TY,87.0,$147.95,False,False
227515863,A27F0VSG73P1QR,89.0,$179.99,False,False
227516014,A1UL9ICAF58TMY,68.0,$82.88,False,False
227516014,A3DVS73M08NUW4,0.0,$59.71,False,False
227516014,AZH7NKLCB07ZC,0.0,$59.59,False,False
227516014,A2D6NXDK02GWPX,94.0,$59.52,False,False
227516014,A1Y1DC8L38YU4B,0.0,$59.50,False,False
227516014,AVTLKEV3TYK77,0.0,$59.49,False,False
227516014,A1RS48FXVP5G4T,80.0,$57.51,False,False
227516014,A596KA5ID9LWU,92.0,$57.52,False,False
227516014,A309Z5QU6KZ7KZ,0.0,$82.99,False,False
227516014,A2WOPSEGKNOJPW,83.0,$57.49,False,False
227516014,A2A0W3K0PPTT1O,0.0,$56.37,False,False
227516014,A2LS43GQJXM5BM,33.0,$56.37,False,False
227516014,A19RS4PBZOW8PT,67.0,$59.00,False,False
227516014,A3O4F0D3H1ASLD,0.0,$88.00,False,False
227516257,AQH2A184LSYJ8,96.0,$399.99,False,False
227516257,A3QWSZ44N8P3XH,88.0,$399.99,False,False
227516257,A32QR6D7S73KI,96.0,$399.99,False,False
227516257,A1B32OZ9AIP1Q7,93.0,$399.99,False,False
227516257,A1RED76I4JHFL3,95.0,$399.99,False,False
227516257,AFYUGBLS74NL0,95.0,$399.99,False,False
227516257,A9LLD4P8H6ZIB,97.0,$399.99,False,False
227516257,A43XUH5I6FNM3,97.0,$399.99,False,False
227516257,AJYZ22R6PYFT6,99.0,$399.99,False,False
227516257,A3ELPGJLYNL7Q4,98.0,$399.99,False,False
227516257,AIIZF0ROPFSE5,83.0,$399.99,False,False
227516257,A3L9U1CL0L7Y4P,100.0,$399.99,False,True
227516395,AUEUXQQV6YS3R,89.0,$463.13,False,False
227516395,A1787XOD7Q2I4M,83.0,$434.99,False,False
227516395,A3QTWFHERA9T9K,92.0,$486.35,False,False
227516395,A307Y4Y3RJXT4B,88.0,$499.34,False,False
227516395,AKDENCFW3A9SI,78.0,$509.23,False,False
227516395,A2SQJUG44ABCGM,70.0,$513.88,False,False
227516395,A3ADPF57R6QGQV,70.0,$409.19,False,False
227516395,A3ADPF57R6QGQV,70.0,$436.75,False,False
227516395,A3JJT0KLL7SPAU,90.0,$472.49,False,False
227516395,A2R2RITDJNW1Q6,91.0,$359.99,True,True
227516420,AWFPPQUZBOHNP,87.0,$276.99,False,False
227516420,AGOKDG42D8KUC,86.0,$279.49,False,False
227516420,A3SQ9YFE6CSCS0,79.0,$486.81,False,False
227516420,A9HEF3NCNW35R,90.0,$349.96,False,False
227516420,A2LLS7SYKCBWI8,85.0,$308.99,False,False
227516546,A2XZ7JICGUQ1CX,0.0,$116.03,False,True
227516546,A3L2P2IFDLJAMV,100.0,$115.94,False,False
227516546,A2LLS7SYKCBWI8,85.0,$113.29,False,False
227516546,A3H26FTO3KZWQA,93.0,$109.95,False,False
227516546,A9HEF3NCNW35R,90.0,$99.98,False,False
227516546,A1PUHO6D4MM5FC,74.0,$99.00,False,False
227516546,AZS2MGJJ0FCTD,99.0,$79.99,False,True
227516546,A2R2RITDJNW1Q6,91.0,$76.42,True,True
227516546,AGOKDG42D8KUC,86.0,$74.99,False,False
227516548,A2R2RITDJNW1Q6,91.0,$47.49,True,True
227516548,A114M8639XDXKX,80.0,$56.39,False,False
227516548,A1VSYUSBHJXBF,85.0,$59.00,False,False
227516548,A25LJWNLGMKW3N,88.0,$59.00,False,False
227516548,A2XZ7JICGUQ1CX,0.0,$59.80,False,True
227516548,A1XPIZ3ZP44EM1,77.0,$72.77,False,False
227516548,A367RFIQRDER75,82.0,$89.00,False,False
227516648,AAZRLVTNON75Z,78.0,$89.32,False,False
227516648,A3UH40ACFVBPL9,79.0,$85.00,False,False
227516648,A1JO4C64YIJUW6,100.0,$75.91,False,False
227516648,A18HH10PA7EFYP,89.0,$75.43,False,False
227516648,A3V3GXHG4EI5ED,84.0,$74.93,False,False
227516648,A1UEW3GW612BDQ,88.0,$72.90,False,False
227516648,A2JWZC447DF3BB,90.0,$71.19,False,False
227516648,A23R7G1314MRAS,79.0,$64.99,False,False
227516694,A1CDGF8Y0CCATH,88.0,$219.99,False,False
227516694,A1SFQ89MZ4437S,83.0,$210.23,False,False
227516694,A11L6NMVUXNX47,93.0,$203.86,False,False
227516694,A3NMQTUAC5XN3M,88.0,$179.99,False,False
227516694,A37XXUG3ZCSOX0,87.0,$180.08,False,False
227516694,AN638R3PFM9Y5,93.0,$182.10,False,False
227516694,A1P4Q6WVP7QBZ3,86.0,$189.56,False,False
227516694,A363BFUBCLUQU5,97.0,$219.99,False,False
227516694,A363BFUBCLUQU5,97.0,$219.99,False,False
227516694,A2RC1VRX8I2GWS,94.0,$219.99,False,False
227516694,A17WVCKSHX0ZX6,94.0,$219.99,False,False
227516694,ARYO0SGB48ZCP,91.0,$199.00,False,False
227516726,A2R2RITDJNW1Q6,91.0,$99.99,True,True
227516756,A2R2RITDJNW1Q6,91.0,$52.50,True,True
227516837,A2R2RITDJNW1Q6,91.0,$66.99,True,True
227516837,A3PAV43I12A2F0,94.0,$56.99,False,False
227516916,A1MZY2WO9E1K56,80.0,$199.99,False,False
227516980,A3V3GXHG4EI5ED,84.0,"$1,771.24",False,False
227517115,A2R2RITDJNW1Q6,91.0,$58.19,True,True
227517201,A1A58OC9SFWAZ,97.0,$319.96,False,True
227517273,A2R2RITDJNW1Q6,91.0,$263.53,True,True
227517273,A3PYGPBZCS3PN1,93.0,$299.00,False,False
227517273,A27FQ62ZP9R5S0,100.0,$345.79,False,False
227517273,A399J06MUQRIJI,95.0,$374.81,False,False
227517550,A1JO4C64YIJUW6,100.0,$271.51,False,False
227517550,A21M8JQ0I9SF78,88.0,$260.27,False,False
227517550,A23XSEMB67GPIC,76.0,$259.00,False,False
227517550,A1FORKOI2H0DYQ,84.0,$220.00,False,False
227517550,A1BDL5MUKU2B05,84.0,$219.98,False,False
227517550,A249H0FJ6WA4B4,69.0,$199.00,False,False
227517550,A2TMAA7TGKPQZ,55.0,$199.00,False,False
227517550,A29QIH13VUBMO3,50.0,$198.90,False,False
227517550,ATON7OTZL8JTX,44.0,$198.87,False,False
227517550,AY97Z2W113APE,0.0,$198.00,False,False
227517550,A3Q7P8P9GJ9IQ0,81.0,$188.81,False,False
227517619,A3VZKFNMHAPZBO,69.0,$42.23,False,False
227517619,A2R2RITDJNW1Q6,91.0,$43.14,True,True
227517625,A1TRVGDPVAKCU0,99.0,$269.96,False,True
227517625,A3LLMZ9K72U9P2,83.0,$269.96,False,False
227517625,A6RYU6J37QF8K,91.0,$269.96,False,False
227517625,A2QS1MWENZZX2O,93.0,$269.96,False,True
227517625,AJYZ22R6PYFT6,99.0,$269.96,False,False
227517625,A2KTLUJEJBW8GS,98.0,$269.96,False,False
227517625,A1J7WSBJHTGUFA,100.0,$269.96,False,True
227517625,A2PCHXSYSMTA8S,100.0,$269.96,False,True
227517625,A19WKZS0E6UCG7,96.0,$269.96,False,True
227517625,A1V55CF3YJ8NNM,100.0,$269.96,False,True
227517654,A399J06MUQRIJI,95.0,$194.34,False,False
227517654,A2R2RITDJNW1Q6,91.0,$138.99,True,True
227517692,A3VZKFNMHAPZBO,69.0,$67.91,False,False
227517692,A2TI5WR4CT30H3,96.0,$60.75,False,False
227517692,A1L4LS2KNDBWYV,84.0,$60.87,False,False
227517736,AJRYS3HOI44UN,81.0,"$1,500.00",False,False
227517758,A1R6RDJ13PRAXU,85.0,$179.98,False,False
227517772,A1R6RDJ13PRAXU,85.0,$359.96,False,False
227517773,A2R2RITDJNW1Q6,91.0,$136.99,True,True
227517773,A2XZ7JICGUQ1CX,0.0,$273.98,False,True
227518012,A1IHC08GT4XT2M,0.0,$83.02,False,False
227518012,A2QU2LOYKL3NC1,74.0,$62.49,False,False
227518012,A2R2RITDJNW1Q6,91.0,$49.59,True,True
227518012,A2RM1WT62FN2PW,97.0,$34.99,False,False
