offer_changed_notification_id,num_competitors,num_fulfilled_by_amazon,amazon_present,min_price,max_feed_back_rating
227416858,7,1,True,107.99,100.0
227416943,10,4,True,29.99,96.0
227416959,8,0,False,199.0,100.0
227417113,8,1,True,26.5,96.0
227417385,8,1,True,842.31,100.0
227417625,1,1,True,89.99,91.0
227418436,9,1,False,65.99,100.0
227419024,1,0,False,384.98,98.0
227419074,1,1,True,155.0,91.0
227419145,10,0,False,127.82,100.0
227419241,2,0,False,55.99,97.0
227419293,1,0,False,234.82,93.0
227419488,3,1,False,91.48,96.0
227419578,4,0,False,2638.89,89.0
227419757,1,1,False,349.99,99.0
227419768,2,0,False,199.9,93.0
227420352,2,1,True,54.88,91.0
227420434,2,1,True,87.77,91.0
227420643,5,2,True,779.0,91.0
227420719,2,0,False,109.9,94.0
227421285,6,1,True,59.95,96.0
227421651,1,1,True,99.98,91.0
227422532,2,0,False,57.46,84.0
227422547,2,1,False,399.99,99.0
227422646,5,1,True,34.99,91.0
227422913,3,1,True,149.91,100.0
227423014,1,1,False,21.99,87.0
227423532,5,0,False,174.3,97.0
227423558,9,1,True,145.0,100.0
227424063,5,0,False,120.31,97.0
227424451,4,0,False,239.99,93.0
227424463,6,0,False,129.99,84.0
227425080,2,0,False,64.01,91.0
227425091,2,1,False,52.99,96.0
227425131,2,0,False,139.99,93.0
227425228,15,2,False,20.99,97.0
227425230,10,1,True,64.09,91.0
227425572,8,1,False,375.04,93.0
227425715,6,1,True,289.99,100.0
227426031,1,0,False,168.0,0.0
227426076,1,0,False,199.0,92.0
227426081,1,1,False,201.99,90.0
227426103,9,1,False,752.95,99.0
227426608,1,0,False,199.95,90.0
227426723,1,0,False,99.14,96.0
227427405,4,1,False,101.35,97.0
227427782,4,0,False,349.99,93.0
227428793,7,1,True,17.99,100.0
227429141,1,1,True,59.29,91.0
227429375,4,0,False,52.0,91.0
227429381,2,1,False,48.0,95.0
227429415,3,2,True,50.88,97.0
227429663,4,2,True,202.49,91.0
227429706,1,0,False,62.1,90.0
227429737,5,1,False,119.99,96.0
227429827,19,2,True,156.79,100.0
227430260,9,2,False,116.96,100.0
227430299,18,10,False,53.96,100.0
227430333,11,1,True,39.82,98.0
227430423,4,1,True,423.09,93.0
227430506,6,1,True,17.58,96.0
227430686,4,0,False,49.52,100.0
227431013,3,0,False,29.9,88.0
227431276,6,1,True,248.99,100.0
227431453,1,1,False,99.99,97.0
227431595,13,2,True,56.31,95.0
227432287,7,5,True,45.0,100.0
227432288,5,0,False,800.0,100.0
227432423,14,4,False,80.96,100.0
227432930,12,1,True,234.99,95.0
227433029,3,1,True,44.83,96.0
227433067,2,1,True,19.99,96.0
227433779,2,1,True,44.99,94.0
227434250,1,0,False,49.99,83.0
227434684,3,0,False,153.17,97.0
227434740,5,2,True,58.57,97.0
227434745,5,1,True,67.99,100.0
227434884,3,1,False,240.0,77.0
227436396,4,1,True,27.34,91.0
227436447,1,0,False,3189.0,76.0
227436713,8,1,True,94.99,100.0
227436996,2,0,False,126.54,92.0
227437022,14,1,False,134.34,96.0
227437247,4,0,False,43.34,100.0
227437345,3,1,True,90.89,94.0
227437352,3,0,False,99.98,86.0
227437362,2,0,False,113.49,94.0
227437390,3,1,True,171.49,94.0
227437426,12,2,True,15.99,99.0
227437456,4,2,True,299.0,91.0
227437458,1,0,False,245.99,80.0
227437485,1,0,False,449.99,88.0
227437528,4,1,True,180.79,98.0
227437545,4,2,False,2249.0,100.0
227437596,3,1,False,61.99,100.0
227437651,3,2,True,46.79,99.0
227438123,1,0,False,109.99,88.0
227438184,2,0,False,28.95,84.0
227438219,19,2,False,131.31,100.0
227438283,13,1,False,170.96,98.0
227438364,5,2,True,119.59,100.0
227438374,1,0,False,499.9,91.0
227438426,3,1,True,63.02,96.0
227438559,1,1,True,44.99,91.0
227438823,1,1,False,64.99,83.0
227439277,2,1,True,39.99,91.0
227439574,19,1,True,21.99,97.0
227439677,2,1,False,109.99,99.0
227440100,6,1,True,15.99,94.0
227440182,4,1,True,43.97,100.0
227440825,3,1,False,34.98,96.0
227440961,7,0,False,220.0,100.0
227441141,9,3,False,69.95,100.0
227441221,15,3,False,140.9,100.0
227441236,9,2,False,129.99,100.0
227441427,4,1,True,56.99,93.0
227441500,3,1,True,272.79,94.0
227442404,1,0,False,69.99,82.0
227442475,15,5,False,70.99,100.0
227442641,3,0,False,2595.0,98.0
227443025,1,0,False,86.6,72.0
227443437,7,1,True,53.49,91.0
227444097,4,1,True,450.0,93.0
227444105,5,1,True,347.22,91.0
227444335,2,1,True,59.39,94.0
227444417,4,0,False,779.0,94.0
227444456,3,1,True,97.09,96.0
227444542,5,2,False,210.0,98.0
227444574,1,1,True,79.99,91.0
227444937,19,1,True,95.02,91.0
227444940,16,1,True,69.39,91.0
227444978,19,1,True,101.74,96.0
227444998,19,1,True,75.0,91.0
227445658,4,2,True,39.99,95.0
227445914,2,1,True,59.99,91.0
227446198,1,0,False,395.0,80.0
227446270,6,3,True,95.0,98.0
227446312,2,0,False,195.99,93.0
227446605,14,5,True,12.99,99.0
227446631,3,1,True,279.99,91.0
227447669,1,1,True,37.09,91.0
227447879,1,1,True,50.0,91.0
227448205,1,0,False,51.38,84.0
227448543,1,1,False,68.97,97.0
227448766,19,1,True,755.66,100.0
227448815,3,0,False,39.99,100.0
227449410,1,0,False,36.99,97.0
227450109,1,0,False,185.99,93.0
227450298,2,1,True,24.99,94.0
227450346,8,3,False,18.09,100.0
227450993,1,0,False,163.99,80.0
227451043,2,1,True,48.56,91.0
227451466,3,1,True,299.99,94.0
227451573,1,1,True,129.99,91.0
227451738,4,2,True,139.99,100.0
227452077,1,0,False,327.0,97.0
227452508,1,0,False,27.0,96.0
227452658,19,1,True,137.99,96.0
227452672,12,1,True,149.02,91.0
227452904,2,0,False,25.79,100.0
227452939,6,0,False,10.55,93.0
227453064,2,2,True,67.99,91.0
227453162,4,1,True,32.99,100.0
227453180,3,0,False,53.11,97.0
227453223,4,0,False,125.99,86.0
227453695,6,0,False,589.78,100.0
227453830,3,2,False,74.95,100.0
227454162,3,2,True,187.19,91.0
227454384,2,1,True,130.46,91.0
227454452,1,0,False,580.0,69.0
227454564,2,2,True,84.49,91.0
227454577,1,1,False,29.99,100.0
227454664,4,2,True,114.39,91.0
227455033,5,3,True,25.99,99.0
227455331,11,4,False,86.1,100.0
227455395,2,2,False,23.99,100.0
227455633,19,0,False,138.63,90.0
227455964,5,1,True,52.68,96.0
227456375,5,2,True,29.49,92.0
227456425,6,2,False,129.99,100.0
227456959,13,5,False,89.96,100.0
227457616,2,1,False,80.99,96.0
227457701,5,2,True,90.59,99.0
227457750,11,2,True,149.99,100.0
227458133,18,3,True,8.64,99.0
227458232,3,1,False,28.49,96.0
227458902,1,0,False,159.95,96.0
227459730,1,1,True,39.61,91.0
227459733,2,0,False,88.15,98.0
227460038,8,1,True,844.0,100.0
227460375,4,0,False,83.0,100.0
227460433,4,2,True,48.69,91.0
227460514,3,1,True,99.99,94.0
227461401,19,6,True,354.95,100.0
227461785,4,2,False,139.99,99.0
227461871,3,2,False,93.99,96.0
227462074,5,2,True,101.08,100.0
227462312,2,2,True,18.19,100.0
227462360,3,1,True,299.0,91.0
227463234,1,0,False,29.99,90.0
227463522,1,0,False,261.6,84.0
227463714,3,1,True,144.0,91.0
227463791,13,0,False,77.77,100.0
227463797,4,2,True,61.18,94.0
227463858,2,2,True,79.59,91.0
227463877,1,1,True,89.28,91.0
227464073,11,0,False,319.99,100.0
227464077,1,0,False,129.99,90.0
227464134,2,1,True,279.0,91.0
227464169,12,3,True,86.09,100.0
227464361,6,3,True,75.09,94.0
227464948,1,0,False,37.95,97.0
227465179,11,1,True,129.99,100.0
227465230,3,2,True,32.6,97.0
227465385,7,3,True,139.95,100.0
227466105,4,1,True,145.58,96.0
227466313,3,2,True,109.95,100.0
227466340,6,2,True,35.39,100.0
227466793,3,0,False,99.0,95.0
227466884,2,0,False,415.0,80.0
227467018,5,2,True,59.99,91.0
227467076,19,1,True,239.99,95.0
227467392,4,2,False,29.95,100.0
227467529,14,1,True,90.89,95.0
227467716,2,0,False,49.0,100.0
227467727,2,0,False,310.99,100.0
227467778,1,1,False,49.95,80.0
227467811,4,2,True,146.8,95.0
227467981,1,1,False,69.99,98.0
227468203,1,0,False,79.0,0.0
227468209,3,2,True,25.59,94.0
227468219,4,2,True,31.39,100.0
227468288,3,2,True,97.5,91.0
227468569,2,1,True,25.99,91.0
227468582,4,2,True,171.29,94.0
227468779,3,2,True,51.89,94.0
227468816,4,2,True,14.38,96.0
227468874,2,2,True,39.99,91.0
227469077,1,0,False,209.0,82.0
227469125,6,2,True,114.29,91.0
227469294,19,2,True,52.62,91.0
227469446,3,2,True,139.99,94.0
227469465,4,3,True,38.0,100.0
227469611,2,1,True,87.99,91.0
227469674,2,2,True,97.99,91.0
227469885,2,2,True,99.99,91.0
227470000,5,2,True,65.59,91.0
227470005,2,1,True,92.24,94.0
227470105,4,0,False,53.9,100.0
227470107,3,0,False,428.69,96.0
227470133,3,2,True,69.9,94.0
227470225,6,5,False,5.32,100.0
227470234,13,1,True,112.99,100.0
227470502,5,0,False,359.0,98.0
227470811,3,2,True,96.59,91.0
227470995,2,0,False,4990.0,87.0
227471175,3,1,False,11.98,96.0
227471182,1,1,False,54.99,98.0
227471376,3,2,True,230.31,94.0
227471656,6,2,True,150.0,100.0
227471698,1,0,False,182.99,98.0
227472339,1,1,False,64.99,83.0
227472633,7,2,True,39.99,91.0
227472871,4,2,True,208.49,94.0
227472884,11,0,False,219.94,100.0
227473281,2,2,True,21.47,91.0
227473427,11,1,True,96.19,100.0
227473457,1,0,False,179.99,88.0
227473592,3,2,True,106.99,98.0
227473634,1,1,True,32.55,91.0
227474011,2,1,False,39.99,87.0
227474107,10,0,False,59.0,100.0
227474453,11,2,True,106.49,95.0
227474565,7,2,True,121.99,91.0
227474769,4,2,False,34.36,99.0
227474784,2,0,False,749.0,95.0
227474861,5,2,True,57.1,94.0
227475105,3,2,True,58.59,91.0
227475342,1,0,False,232.95,93.0
227475408,1,1,False,99.0,99.0
227475511,1,0,False,189.99,89.0
227475558,4,2,True,106.89,94.0
227475586,5,1,False,299.99,92.0
227475688,2,1,True,39.99,91.0
227475790,13,1,False,29.08,100.0
227475855,8,2,False,132.99,100.0
227476103,10,0,False,33.4,100.0
227476269,13,1,True,27.51,100.0
227476458,2,0,False,250.81,88.0
227476487,18,2,True,35.28,100.0
227476526,1,0,False,329.95,32.0
227476842,2,1,True,174.59,91.0
227476927,4,2,True,61.66,97.0
227476980,4,1,True,69.99,94.0
227477044,3,2,True,130.0,94.0
227477100,2,0,False,72.48,94.0
227477109,2,1,True,67.99,91.0
227477114,3,0,False,80.93,94.0
227477144,2,1,True,75.0,91.0
227477326,3,1,False,90.0,100.0
227477370,1,0,False,1020.3,84.0
227477447,2,1,True,449.0,91.0
227477541,1,1,False,89.97,97.0
227477563,1,0,False,962.19,81.0
227478148,3,0,False,162.99,97.0
227478231,3,1,True,34.67,100.0
227478326,1,0,False,110.0,92.0
227478410,1,1,False,349.99,99.0
227478470,2,0,False,52.98,89.0
227478518,1,1,True,59.99,91.0
227478576,4,3,True,13.49,100.0
227478606,3,0,False,120.0,100.0
227478978,3,0,False,37.57,93.0
227479038,4,0,False,131.5,88.0
227479090,4,1,True,148.0,98.0
227479247,6,0,False,199.97,93.0
227479254,4,1,True,113.59,94.0
227479619,9,1,True,119.99,99.0
227479833,6,0,False,299.99,98.0
227480191,2,2,True,42.7,91.0
227481171,4,2,True,80.09,91.0
227481188,1,1,False,109.99,100.0
227481221,14,6,True,84.99,100.0
227481263,1,0,False,209.9,81.0
227481622,2,2,True,159.99,91.0
227481896,8,0,False,13.95,95.0
227482341,1,0,False,106.99,78.0
227482524,1,1,True,79.99,91.0
227482630,10,1,True,224.99,100.0
227482722,6,1,True,129.0,100.0
227482790,10,2,True,235.0,100.0
227483121,3,0,False,164.95,93.0
227483298,11,1,True,314.99,100.0
227483305,12,1,True,296.99,100.0
227483322,5,0,False,41.5,88.0
227483433,11,1,True,269.99,100.0
227483506,6,1,True,134.75,93.0
227483538,8,1,True,78.49,91.0
227483650,1,1,True,58.59,91.0
227483986,4,3,True,104.9,93.0
227484251,3,0,False,512.16,90.0
227484356,19,2,True,296.99,100.0
227484531,7,1,False,76.0,99.0
227484883,3,1,True,58.94,100.0
227484923,2,0,False,36.5,97.0
227484938,3,1,True,62.49,97.0
227485111,1,0,False,120.01,84.0
227485270,2,2,True,10.99,91.0
227485277,9,0,False,169.99,90.0
227485456,9,0,False,172.87,100.0
227485568,8,2,True,53.39,100.0
227486121,3,0,False,32.58,95.0
227486495,3,0,False,26.67,96.0
227486642,3,1,True,35.09,91.0
227486645,2,1,True,39.99,91.0
227487022,1,1,True,134.99,91.0
227487053,4,2,True,109.99,100.0
227487146,5,1,True,88.99,100.0
227487186,2,1,True,11.5,93.0
227487223,3,2,True,59.99,92.0
227487242,4,1,True,67.9,91.0
227487747,1,1,True,149.99,91.0
227487785,1,0,False,169.99,89.0
227487801,5,1,True,69.99,91.0
227488262,6,2,True,65.15,100.0
227488911,3,2,False,184.99,99.0
227489002,2,1,False,64.99,96.0
227489046,2,0,False,51.91,90.0
227489054,2,0,False,298.0,99.0
227489341,3,1,True,132.99,94.0
227489798,1,0,False,60.38,88.0
227490054,6,1,True,209.99,91.0
227490976,3,0,False,49.99,85.0
227490994,3,2,True,44.99,94.0
227491108,5,1,False,149.99,96.0
227491141,8,1,True,559.79,100.0
227491425,4,0,False,158.0,88.0
227491547,19,1,True,133.59,100.0
227492035,2,1,True,49.57,91.0
227492064,8,1,True,166.12,100.0
227492387,1,0,False,119.95,94.0
227492482,8,3,False,98.04,100.0
227492563,2,2,True,62.79,91.0
227492612,19,1,True,115.49,91.0
227493103,1,1,True,114.79,91.0
227493318,6,1,True,44.99,94.0
227493521,10,5,True,32.0,100.0
227493548,8,1,True,81.89,96.0
227493652,13,3,True,23.99,100.0
227493751,6,0,False,34.75,96.0
227493858,4,1,True,549.95,96.0
227493917,8,0,False,119.99,96.0
227494140,7,4,True,103.45,100.0
227494315,12,0,False,63.15,100.0
227494377,2,0,False,72.99,90.0
227494402,7,3,True,24.38,100.0
227494410,8,1,True,28.89,96.0
227494425,3,0,False,261.49,92.0
227494531,15,1,True,22.99,99.0
227494649,11,1,False,7.94,91.0
227494996,20,13,True,31.99,100.0
227495001,7,0,False,1199.0,94.0
227495297,6,1,True,78.61,97.0
227495604,1,0,False,409.99,93.0
227495615,2,0,False,44.99,91.0
227495787,2,0,False,395.0,80.0
227495788,9,2,True,85.47,99.0
227495968,4,0,False,999.96,88.0
227496238,4,0,False,1048.0,100.0
227496263,2,1,True,74.99,91.0
227496669,6,0,False,55.99,100.0
227496942,4,2,True,131.74,91.0
227497041,5,2,False,59.13,99.0
227497190,9,3,True,56.15,100.0
227497634,14,1,True,72.09,100.0
227497676,10,2,True,70.0,94.0
227497784,4,2,True,51.69,91.0
227498061,2,1,True,179.99,91.0
227498678,3,3,False,32.99,100.0
227498741,3,1,True,68.77,91.0
227498825,2,0,False,238.69,91.0
227499109,4,2,True,40.49,99.0
227499138,2,2,True,22.39,99.0
227499162,17,4,True,22.8,100.0
227499402,3,2,True,46.95,100.0
227500271,1,1,True,117.19,91.0
227500434,2,0,False,64.44,100.0
227500559,4,2,True,45.99,91.0
227500574,2,0,False,129.0,98.0
227500990,1,1,True,166.89,91.0
227500995,1,1,True,26.8,91.0
227501379,5,1,True,314.82,97.0
227501495,7,0,False,220.49,92.0
227501796,6,3,True,205.26,99.0
227501823,19,1,True,29.99,96.0
227502915,2,0,False,74.99,96.0
227503183,6,1,False,164.0,100.0
227503226,4,2,True,260.49,91.0
227503262,6,2,True,316.49,92.0
227503292,2,0,False,849.0,86.0
227503463,11,4,True,41.52,100.0
227503577,2,0,False,119.99,88.0
227503678,19,15,False,68.94,100.0
227503738,8,0,False,64.99,100.0
227503845,1,0,False,84.75,75.0
227504003,4,1,True,5.99,91.0
227504090,12,1,True,11.99,98.0
227504477,1,1,False,549.99,97.0
227505278,6,2,True,22.49,100.0
227505321,7,1,True,40.74,93.0
227505478,4,1,True,24.68,91.0
227506230,1,0,False,435.19,84.0
227506290,2,1,True,179.0,91.0
227506310,3,1,True,179.99,92.0
227506619,3,2,True,99.99,100.0
227506995,7,3,True,59.99,100.0
227507068,4,0,False,40.49,84.0
227507270,2,0,False,64.99,94.0
227507553,2,0,False,250.0,84.0
227507580,6,3,True,18.29,100.0
227507874,6,1,False,377.62,93.0
227507891,5,0,False,2399.95,100.0
227508267,19,1,True,34.93,98.0
227508271,19,1,True,33.74,97.0
227508521,6,2,False,97.5,99.0
227508753,4,0,False,44.44,100.0
227508770,4,2,True,32.29,91.0
227508973,18,3,False,206.07,100.0
227509065,2,1,True,52.8,94.0
227509213,4,2,True,43.06,94.0
227509275,19,2,False,81.99,100.0
227509282,11,1,True,69.39,98.0
227509353,9,1,True,26.05,98.0
227509426,6,1,True,35.29,100.0
227509480,1,1,True,28.83,91.0
227509547,19,4,True,19.95,100.0
227509645,2,0,False,39.95,96.0
227509734,1,0,False,1249.0,86.0
227509760,4,1,True,271.78,98.0
227509873,12,2,True,208.04,99.0
227510628,1,0,False,196.99,87.0
227510671,3,1,True,28.99,91.0
227511272,2,0,False,294.95,91.0
227511300,8,1,True,59.98,94.0
227511361,2,0,False,87.7,94.0
227511647,6,2,True,74.99,94.0
227511761,17,1,False,129.99,100.0
227511784,16,1,True,34.99,100.0
227511797,8,2,True,29.97,100.0
227511822,19,0,False,282.11,100.0
227511824,8,2,True,39.09,91.0
227512103,2,1,True,74.99,91.0
227512148,3,1,True,62.05,100.0
227512285,1,0,False,1999.99,85.0
227512342,7,2,True,24.7,100.0
227512531,19,6,True,43.55,100.0
227512923,3,0,False,987.14,96.0
227512967,5,1,True,34.43,93.0
227513058,2,1,True,116.99,91.0
227513061,19,7,True,32.99,100.0
227513294,1,0,False,1687.4,84.0
227513373,3,1,True,129.99,91.0
227513500,7,0,False,73.38,88.0
227513518,11,7,True,25.29,100.0
227513540,1,0,False,299.0,91.0
227513647,4,3,False,27.16,100.0
227513656,5,2,True,94.99,94.0
227513685,2,1,True,439.99,92.0
227513950,2,1,True,48.79,91.0
227514126,4,0,False,77.99,91.0
227514353,9,0,False,1899.0,95.0
227514442,6,0,False,279.99,100.0
227514457,5,0,False,112.01,92.0
227514555,17,5,True,37.39,100.0
227514808,12,1,True,69.29,98.0
227514904,3,0,False,1164.6,81.0
227515075,1,1,False,115.99,96.0
227515442,3,1,False,102.99,100.0
227515468,4,1,False,131.69,97.0
227515594,1,0,False,186.99,54.0
227515853,11,3,True,143.99,100.0
227515863,2,0,False,147.95,89.0
227516014,14,0,False,56.37,94.0
227516257,12,1,False,399.99,100.0
227516395,10,1,True,359.99,92.0
227516420,5,0,False,276.99,90.0
227516546,9,3,True,74.99,100.0
227516548,7,2,True,47.49,91.0
227516648,8,0,False,64.99,100.0
227516694,12,0,False,179.99,97.0
227516726,1,1,True,99.99,91.0
227516756,1,1,True,52.5,91.0
227516837,2,1,True,56.99,94.0
227516916,1,0,False,199.99,80.0
227516980,1,0,False,1771.24,84.0
227517115,1,1,True,58.19,91.0
227517201,1,1,False,319.96,97.0
227517273,4,1,True,263.53,100.0
227517550,11,0,False,188.81,100.0
227517619,2,1,True,42.23,91.0
227517625,10,6,False,269.96,100.0
227517654,2,1,True,138.99,95.0
227517692,3,0,False,60.75,96.0
227517736,1,0,False,1500.0,81.0
227517758,1,0,False,179.98,85.0
227517772,1,0,False,359.96,85.0
227517773,2,2,True,136.99,91.0
227518012,4,1,True,34.99,97.0
227518062,3,0,False,131.08,84.0
227518252,3,3,False,45.99,99.0
227518307,4,2,True,27.46,99.0
227518404,3,0,False,119.99,91.0
227518452,1,1,False,153.99,96.0
227518465,3,1,True,599.99,100.0
227518557,4,1,True,52.73,92.0
227518572,1,1,False,37.99,97.0
227518578,5,2,True,23.92,100.0
227518770,1,0,False,375.28,0.0
227518943,3,1,True,70.2,91.0
227519011,10,1,True,837.29,100.0
227519017,2,1,True,243.29,94.0
227519255,2,1,False,74.09,98.0
227519273,18,0,False,38.99,95.0
227519293,4,1,True,99.0,91.0
227519414,4,1,False,40.58,99.0
227519482,1,1,False,36.74,96.0
227520247,3,2,True,114.57,91.0
227520492,1,0,False,89.5,0.0
227520652,2,0,False,371.99,99.0
227520742,4,0,False,34.11,97.0
227520798,6,0,False,165.0,100.0
227520968,2,1,True,139.0,91.0
227521103,4,1,False,254.0,96.0
227521151,5,1,False,209.0,94.0
227521469,14,2,True,206.99,100.0
227521619,3,0,False,404.99,88.0
227521840,4,2,True,84.99,94.0
227521841,3,2,True,34.99,100.0
227522336,7,1,True,132.0,91.0
227522531,7,3,True,490.01,100.0
227522796,4,3,True,329.77,95.0
227522809,10,6,False,54.99,100.0
227522813,5,2,True,46.79,100.0
227522860,5,0,False,41.69,97.0
227522861,5,2,True,138.0,99.0
227523100,3,1,True,182.99,93.0
227523436,3,1,True,136.99,93.0
227523533,8,2,True,39.39,100.0
227523576,3,2,True,390.0,91.0
227523752,6,4,True,20.53,100.0
227523753,10,1,False,84.2,100.0
227523788,1,0,False,124.88,90.0
227523833,3,1,True,12.99,91.0
227523868,5,1,True,220.95,96.0
227523953,7,1,True,139.71,100.0
227523955,1,0,False,258.99,94.0
227523962,1,1,True,72.99,91.0
227524110,13,0,False,51.99,100.0
227524215,11,1,True,85.99,94.0
227524216,2,0,False,373.47,91.0
227524579,3,0,False,43.06,93.0
227524618,4,1,True,69.99,91.0
227524635,14,1,True,54.99,92.0
227524874,1,0,False,299.99,98.0
227524894,5,0,False,79.99,100.0
227525174,9,1,False,1269.0,96.0
227525191,16,1,False,228.99,97.0
227525261,2,1,True,132.09,94.0
227525459,14,2,True,99.95,99.0
227525504,5,0,False,98.99,93.0
227525593,7,3,True,14.99,100.0
227525604,5,2,True,36.47,97.0
227525650,13,8,False,37.95,100.0
227525706,3,2,True,141.59,92.0
227525711,8,1,True,87.91,91.0
227525859,4,2,True,308.95,91.0
227526226,1,1,True,89.99,91.0
227526227,2,1,True,54.59,94.0
227526270,1,1,True,539.28,91.0
227526304,3,1,False,26.0,94.0
227526305,3,1,True,227.89,91.0
227526320,2,1,True,54.95,94.0
227526352,12,2,True,159.99,100.0
227526503,2,1,False,34.99,91.0
227526516,3,0,False,205.7,99.0
227526550,1,1,True,190.99,91.0
227526591,1,1,True,156.49,91.0
227526696,17,6,True,39.58,100.0
227526711,4,1,False,80.99,96.0
227526750,4,1,False,27.83,100.0
227526805,7,1,True,74.99,91.0
227526851,4,1,True,229.67,100.0
227526930,2,1,True,230.52,91.0
227526961,7,1,True,22.99,95.0
227526983,3,1,True,53.29,94.0
227527013,4,0,False,95.93,88.0
227528032,5,2,True,65.0,94.0
227528049,3,0,False,399.95,84.0
227528114,17,1,True,119.99,99.0
227528398,3,2,True,27.59,91.0
227528436,5,0,False,69.99,97.0
227528723,3,2,True,101.69,94.0
227528740,7,3,True,56.0,100.0
227528753,6,0,False,66.99,95.0
227528756,2,0,False,69.99,88.0
227529544,2,1,True,148.0,95.0
227529708,5,1,True,20.99,97.0
227529788,6,0,False,154.99,100.0
227530070,16,5,True,25.0,100.0
227530158,2,2,False,25.49,100.0
227530343,7,2,True,80.79,96.0
227530555,4,1,True,239.0,91.0
227530561,4,0,False,15.38,92.0
227530580,1,1,True,376.99,91.0
227530604,3,2,True,90.44,91.0
227530659,19,1,True,114.99,94.0
227530738,8,1,True,50.73,96.0
227530780,4,0,False,189.95,84.0
227531005,16,1,False,148.0,96.0
227531169,5,0,False,51.49,97.0
227531182,5,1,True,80.09,93.0
227531325,3,1,True,62.99,100.0
227531341,3,2,False,93.0,99.0
227531471,2,0,False,341.99,92.0
227531509,13,0,False,443.13,90.0
227531674,4,2,False,129.99,99.0
227531792,1,1,False,36.48,98.0
227531834,5,0,False,231.99,93.0
227532023,1,0,False,152.99,98.0
227532034,2,1,True,120.19,91.0
227532124,5,0,False,187.99,87.0
227532179,1,0,False,39.99,99.0
227532231,2,0,False,226.5,98.0
227532289,12,0,False,459.99,92.0
227532424,5,1,True,67.95,97.0
227532522,5,2,True,349.99,91.0
227532541,3,2,False,34.95,99.0
227532662,19,0,False,12.92,100.0
227532746,2,0,False,349.99,94.0
227532750,17,4,False,24.47,100.0
227532752,4,0,False,415.55,100.0
227532820,5,2,False,155.41,99.0
227533183,9,1,True,119.79,94.0
227533400,3,1,True,159.09,94.0
227533410,10,1,True,42.39,96.0
227533445,3,1,True,107.49,94.0
227533850,19,2,True,19.99,97.0
227533997,1,1,False,34.99,87.0
227534057,8,2,True,90.0,100.0
227534099,18,1,True,93.19,94.0
227534190,9,3,True,64.99,100.0
227534362,4,0,False,1548.9,94.0
227534456,2,1,True,39.49,97.0
227534653,9,1,True,60.94,97.0
227534687,10,1,True,143.97,98.0
227534716,7,0,False,278.99,98.0
227534733,8,2,True,86.99,96.0
227534841,3,2,True,142.79,91.0
227534856,1,0,False,34.97,80.0
227534877,1,0,False,327.0,97.0
227535054,1,0,False,228.36,0.0
227535151,8,2,False,111.86,100.0
227535287,1,0,False,850.0,100.0
227535314,9,1,False,166.75,100.0
227535427,12,0,False,5395.0,98.0
227535465,12,1,True,12.36,98.0
227535479,2,0,False,229.99,84.0
227535481,2,0,False,999.99,90.0
227535485,2,0,False,1899.5,66.0
227535503,5,0,False,2749.0,91.0
227535530,1,0,False,2999.99,66.0
227535634,6,1,True,90.99,100.0
227535667,10,0,False,47.99,98.0
227535750,2,0,False,145.0,81.0
227535755,3,0,False,55.99,85.0
227535862,4,0,False,29.61,76.0
227535904,1,0,False,1958.65,66.0
227535910,5,1,True,347.0,91.0
227536028,10,0,False,104.68,89.0
227536051,7,1,True,56.75,100.0
227536125,8,4,True,340.0,100.0
227536168,4,0,False,172.59,84.0
227536255,1,0,False,2898.2,66.0
227536325,2,0,False,108.75,94.0
227536432,3,0,False,190.77,84.0
227536480,1,0,False,169.95,88.0
227537027,1,0,False,3199.5,66.0
227537033,3,0,False,698.96,93.0
227537047,2,0,False,1229.58,66.0
227537187,2,1,True,24.99,91.0
227537211,2,0,False,98.8,89.0
227537381,3,1,True,130.09,94.0
227537401,13,3,True,34.7,100.0
227537464,13,0,False,578.0,90.0
227537867,5,1,True,1063.39,100.0
227537965,3,1,True,116.99,91.0
227538490,2,1,True,177.94,92.0
227538553,5,2,True,79.99,100.0
227538607,1,0,False,228.36,81.0
227538647,4,0,False,1329.0,89.0
227538663,1,1,True,131.69,91.0
227538679,5,1,True,76.34,100.0
227538727,1,0,False,357.52,84.0
227538871,1,0,False,239.99,88.0
227538878,19,1,True,172.65,97.0
227538906,4,1,False,63.71,100.0
227539129,2,1,True,81.23,91.0
227539142,3,0,False,209.9,100.0
227539258,19,1,False,188.99,99.0
227539459,5,2,True,37.99,94.0
227539503,7,1,False,94.99,99.0
227539516,3,1,True,67.99,94.0
227539520,4,1,True,94.08,96.0
227539571,2,1,True,79.89,94.0
227539575,3,1,True,57.29,94.0
227539659,6,5,True,51.69,100.0
227539685,19,1,True,179.99,93.0
227539687,6,1,True,243.08,98.0
227539716,15,7,False,53.96,100.0
227540036,1,1,True,238.4,91.0
227540072,7,1,False,31.95,96.0
227540315,1,0,False,81.0,64.0
227540487,1,1,True,799.99,91.0
227540610,6,2,True,44.32,94.0
227540669,3,2,True,441.35,91.0
227540791,2,1,True,530.09,91.0
227540799,6,2,True,59.99,97.0
227540800,7,0,False,56.0,100.0
227540845,3,1,True,48.29,94.0
227540988,3,0,False,98.81,83.0
227541194,4,1,True,142.29,93.0
227541365,4,2,True,94.98,91.0
227541419,2,1,True,8.19,91.0
